Number_of_card;Card_name;Is_in_sideboard
1;Dread Wanderer;0
1;Knight of the Ebon Legion;0
1;Gutterbones;0
1;Skyclave Shade;0
1;Goblin Cratermaker;0
1;Young Pyromancer;0
1;Kari Zev, Skyship Raider;0
1;Midnight Reaper;0
1;Bonecrusher Giant;0
1;Hanweir Garrison;0
1;Mayhem Devil;0
1;Rankle, Master of Pranks;0
1;Braids, Cabal Minion;0
1;Yawgmoth, Thran Physician;0
1;Blightstep Pathway;0
1;Castle Locthwain;0
1;Phyrexian Tower;0
1;Blackcleave Cliffs;0
1;Badlands;0
1;Strip Mine;0
1;Tectonic Edge;0
3;Mountain;0
5;Swamp;0
1;Inquisition of Kozilek;0
1;Duress;0
1;Spikefield Hazard;0
1;Flame Slash;0
1;Light Up the Night;0
1;Bitterblossom;0
1;Goblin Bombardment;0
1;Smuggler's Copter;0
1;Liliana, the Last Hope;0
1;Daretti, Ingenious Iconoclast;0
1;Snuff Out;0
1;Temple Garden;1
1;Branchloft Pathway;1
1;Cragcrown Pathway;1
1;Bomat Courier;1
1;Dark Ritual;1
1;Prismatic Lens;1
1;Eidolon of the Great Revel;1
1;Oona's Prowler;1
1;Infernal Grasp;1
1;Maelstrom Pulse;1
1;Bloodbraid Elf;1
1;Fires of Invention;1
1;Baleful Mastery;1
