Number_of_card;Card_name;Is_in_sideboard
1;Cryptbreaker;0
1;Gravecrawler;0
1;Bloodsoaked Champion;0
1;Dread Wanderer;0
1;Dark Confidant;0
1;Blood Artist;0
1;Skyclave Shade;0
1;Blade of the Oni;0
1;Kari Zev, Skyship Raider;0
1;Scrapheap Scrounger;0
1;Jadar, Ghoulcaller of Nephalia;0
1;Murderous Rider;0
1;Imperial Recruiter;0
1;Hanweir Garrison;0
1;Grief;0
1;Blightstep Pathway;0
1;Phyrexian Tower;0
1;Cragcrown Pathway;0
1;Gaea's Cradle;0
1;Scrubland;0
1;Badlands;0
1;Indatha Triome;0
1;Verdant Catacombs;0
6;Swamp;0
2;Mountain;0
1;Spikefield Hazard;0
1;Chain Lightning;0
1;Unholy Heat;0
1;Eater of Virtue;0
1;Bitterblossom;0
1;Damn;0
1;Once Upon a Time;0
1;Assassin's Trophy;0
1;Garruk Relentless;0
